#grid point	c_iterations	c_convergence   	P               	T(k)            	n_<tot> (cm-3)  	n_g (cm-3)      	m(u)            	C    	H    	He   	N    	O    	S    	P    	Si   	Ti   	V    	Cl   	K    	Na   	Mg   	F    	Ca   	Fe   	e-   
63        	4         	ok              	2.2340000000e-02	1.1036000000e+03	2.6950429031e+17	1.4661815626e+17	2.3680801567e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
64        	4         	ok              	1.8840000000e-02	1.0959000000e+03	2.2887799153e+17	1.2451631185e+17	2.3680793714e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
65        	4         	ok              	1.5900000000e-02	1.0875000000e+03	1.9465331900e+17	1.0589711672e+17	2.3680787840e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
66        	4         	ok              	1.3410000000e-02	1.0791000000e+03	1.6544778144e+17	9.0008466436e+16	2.3680782828e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
67        	4         	ok              	1.1320000000e-02	1.0713000000e+03	1.4067894413e+17	7.6533504249e+16	2.3680778222e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
68        	4         	ok              	9.5470000000e-03	1.0643000000e+03	1.1942535968e+17	6.4970938080e+16	2.3680773828e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
69        	4         	ok              	8.0550000000e-03	1.0585000000e+03	1.0131372945e+17	5.5117683842e+16	2.3680769602e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
70        	4         	ok              	6.7950000000e-03	1.0535000000e+03	8.5871385889e+16	4.6716596821e+16	2.3680765836e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
71        	4         	ok              	5.7330000000e-03	1.0494000000e+03	7.2733480831e+16	3.9569189882e+16	2.3680762530e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
72        	4         	ok              	4.8370000000e-03	1.0460000000e+03	6.1565561130e+16	3.3493511339e+16	2.3680759747e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
73        	4         	ok              	4.0810000000e-03	1.0435000000e+03	5.2067597336e+16	2.8326337042e+16	2.3680757398e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
74        	4         	ok              	3.4430000000e-03	1.0415000000e+03	4.4012000601e+16	2.3943852328e+16	2.3680755522e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
75        	4         	ok              	2.9050000000e-03	1.0398000000e+03	3.7195436411e+16	2.0235437597e+16	2.3680754060e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
76        	4         	ok              	2.4510000000e-03	1.0383000000e+03	3.1427784858e+16	1.7097662269e+16	2.3680752929e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
